organisatie;org_afk;soort;onderwerp;jaar;maand;maand_nr;aantal
Ministerie van BZK;BZK;Ministerie;zv% 43-365;2019;jul;7;2,91497168747992053
Ministerie van BZK;BZK;Ministerie;zv%> 1 jaar;2019;jul;7;0,67717516842841596
Ministerie van BZK;BZK;Ministerie;zv% 1-7;2019;aug;8;0,48011202895468652
Ministerie van BZK;BZK;Ministerie;zv% 8-42;2019;aug;8;0,79141204631193074
Ministerie van BZK;BZK;Ministerie;zv% 43-365;2019;aug;8;2,83334297235563826
Ministerie van BZK;BZK;Ministerie;zv%> 1 jaar;2019;aug;8;0,71560003015017171
Ministerie van BZK;BZK;Ministerie;zv% 1-7;2019;sep;9;0,74848185867786776
Ministerie van BZK;BZK;Ministerie;zv% 8-42;2019;sep;9;0,95941542762627907
Ministerie van BZK;BZK;Ministerie;zv% 43-365;2019;sep;9;2,67074595277030724
Ministerie van BZK;BZK;Ministerie;zv%> 1 jaar;2019;sep;9;0,70107649599105160
Ministerie van BZK;BZK;Ministerie;zv% 1-7;2019;okt;10;1,03123183637667437
Ministerie van BZK;BZK;Ministerie;zv% 8-42;2019;okt;10;1,25633170968277175
Ministerie van BZK;BZK;Ministerie;zv% 43-365;2019;okt;10;2,59434863087594492
Ministerie van BZK;BZK;Ministerie;zv%> 1 jaar;2019;okt;10;0,68472817830627053
Ministerie van BZK;BZK;Ministerie;zv% 1-7;2019;nov;11;0,93756511731217751
Ministerie van BZK;BZK;Ministerie;zv% 8-42;2019;nov;11;1,28070696223542613
Ministerie van BZK;BZK;Ministerie;zv% 43-365;2019;nov;11;2,65201321912022348
Ministerie van BZK;BZK;Ministerie;zv%> 1 jaar;2019;nov;11;0,63542639809728285
Ministerie van BZK;BZK;Ministerie;zv% 1-7;2019;dec;12;0,66338076782838573
Ministerie van BZK;BZK;Ministerie;zv% 8-42;2019;dec;12;1,35190810960579810
Ministerie van BZK;BZK;Ministerie;zv% 43-365;2019;dec;12;2,90444650710307828
Ministerie van BZK;BZK;Ministerie;zv%> 1 jaar;2019;dec;12;0,60017787261975453
Ministerie van AZ;AZ;Ministerie;zv% 1-7;2019;jan;1;1,22178510622422554
Ministerie van AZ;AZ;Ministerie;zv% 8-42;2019;jan;1;0,86772896538143796
Ministerie van AZ;AZ;Ministerie;zv% 43-365;2019;jan;1;0,78521054488129116
Ministerie van AZ;AZ;Ministerie;zv%> 1 jaar;2019;jan;1;0,15338871448548333
Ministerie van AZ;AZ;Ministerie;zv% 1-7;2019;feb;2;1,24209708783049688
Ministerie van AZ;AZ;Ministerie;zv% 8-42;2019;feb;2;1,80453766903299528
Ministerie van AZ;AZ;Ministerie;zv% 43-365;2019;feb;2;0,73166628609548023
Ministerie van AZ;AZ;Ministerie;zv%> 1 jaar;2019;feb;2;0,12054168127138895
Ministerie van AZ;AZ;Ministerie;zv% 1-7;2019;mrt;3;1,04478289941665325
Ministerie van AZ;AZ;Ministerie;zv% 8-42;2019;mrt;3;0,95624503797380356
Ministerie van AZ;AZ;Ministerie;zv% 43-365;2019;mrt;3;1,03890675916153064
Ministerie van AZ;AZ;Ministerie;zv%> 1 jaar;2019;mrt;3;0,11841756145169399
Ministerie van AZ;AZ;Ministerie;zv% 1-7;2019;apr;4;1,01285733167259107
Ministerie van AZ;AZ;Ministerie;zv% 8-42;2019;apr;4;0,80530538898045534
Ministerie van AZ;AZ;Ministerie;zv% 43-365;2019;apr;4;1,17799207150178420
Ministerie van AZ;AZ;Ministerie;zv%> 1 jaar;2019;apr;4;0,11659041315195880
Ministerie van AZ;AZ;Ministerie;zv% 1-7;2019;mei;5;0,69650076666983030
Ministerie van AZ;AZ;Ministerie;zv% 8-42;2019;mei;5;0,64199444049019116
Ministerie van AZ;AZ;Ministerie;zv% 43-365;2019;mei;5;1,32826786294986232
Ministerie van AZ;AZ;Ministerie;zv%> 1 jaar;2019;mei;5;0,11653076631509042
Ministerie van AZ;AZ;Ministerie;zv% 1-7;2019;jun;6;0,58865342828849487
Ministerie van AZ;AZ;Ministerie;zv% 8-42;2019;jun;6;0,85957641375953642
Ministerie van AZ;AZ;Ministerie;zv% 43-365;2019;jun;6;1,41614023816036716
Ministerie van AZ;AZ;Ministerie;zv%> 1 jaar;2019;jun;6;0,11552257399559106
Ministerie van AZ;AZ;Ministerie;zv% 1-7;2019;jul;7;0,81806951755494917
Ministerie van AZ;AZ;Ministerie;zv% 8-42;2019;jul;7;0,22359172409900130
Ministerie van AZ;AZ;Ministerie;zv% 43-365;2019;jul;7;1,85579114997445549
Ministerie van AZ;AZ;Ministerie;zv%> 1 jaar;2019;jul;7;0,11561787100828964
Ministerie van AZ;AZ;Ministerie;zv% 1-7;2019;aug;8;0,58257978605286775
Ministerie van AZ;AZ;Ministerie;zv% 8-42;2019;aug;8;0,41083334917505843
Ministerie van AZ;AZ;Ministerie;zv% 43-365;2019;aug;8;1,74518254523587313
Ministerie van AZ;AZ;Ministerie;zv%> 1 jaar;2019;aug;8;0,11425965281967072
Ministerie van AZ;AZ;Ministerie;zv% 1-7;2019;sep;9;0,74144536140849360
Ministerie van AZ;AZ;Ministerie;zv% 8-42;2019;sep;9;0,57076767067540546
Ministerie van AZ;AZ;Ministerie;zv% 43-365;2019;sep;9;1,46487479051700498
Ministerie van AZ;AZ;Ministerie;zv%> 1 jaar;2019;sep;9;0,11068829254417123
Ministerie van AZ;AZ;Ministerie;zv% 1-7;2019;okt;10;1,05981729312160033
Ministerie van AZ;AZ;Ministerie;zv% 8-42;2019;okt;10;0,99360427291696618
Ministerie van AZ;AZ;Ministerie;zv% 43-365;2019;okt;10;1,19150558400212603
Ministerie van AZ;AZ;Ministerie;zv%> 1 jaar;2019;okt;10;0,24858951511973554
Ministerie van AZ;AZ;Ministerie;zv% 1-7;2019;nov;11;1,19980612587555857
Ministerie van AZ;AZ;Ministerie;zv% 8-42;2019;nov;11;0,93792289534502826
Ministerie van AZ;AZ;Ministerie;zv% 43-365;2019;nov;11;1,23828615405746500
Ministerie van AZ;AZ;Ministerie;zv%> 1 jaar;2019;nov;11;0,24703634612822406
Ministerie van AZ;AZ;Ministerie;zv% 1-7;2019;dec;12;1,11286751382544424
Ministerie van AZ;AZ;Ministerie;zv% 8-42;2019;dec;12;0,52996778774466691
Ministerie van AZ;AZ;Ministerie;zv% 43-365;2019;dec;12;1,08850490521869858
Ministerie van AZ;AZ;Ministerie;zv%> 1 jaar;2019;dec;12;0,24512848646839358
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 1-7;2019;jan;1;1,02406470245512060
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 8-42;2019;jan;1;1,25222468217076566
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 43-365;2019;jan;1;3,14530213580063034
Concern Justitie en Veiligheid;J&V;Ministerie;zv%> 1 jaar;2019;jan;1;0,86856058499928401
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 1-7;2019;feb;2;1,19405772566399637
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 8-42;2019;feb;2;1,77887156346040887
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 43-365;2019;feb;2;3,00965677505070417
Concern Justitie en Veiligheid;J&V;Ministerie;zv%> 1 jaar;2019;feb;2;0,85475352945992222
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 1-7;2019;mrt;3;0,94271930231247658
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 8-42;2019;mrt;3;1,34469033673561733
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 43-365;2019;mrt;3;3,15242363696591843
Concern Justitie en Veiligheid;J&V;Ministerie;zv%> 1 jaar;2019;mrt;3;0,89362555359671303
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 1-7;2019;apr;4;0,66070622430474557
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 8-42;2019;apr;4;1,27526617587518731
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 43-365;2019;apr;4;3,14939218273777355
Concern Justitie en Veiligheid;J&V;Ministerie;zv%> 1 jaar;2019;apr;4;0,86705492259025974
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 1-7;2019;mei;5;0,58921789607783226
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 8-42;2019;mei;5;1,13227692032913141
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 43-365;2019;mei;5;3,10197463647051652
Concern Justitie en Veiligheid;J&V;Ministerie;zv%> 1 jaar;2019;mei;5;0,86489437230885446
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 1-7;2019;jun;6;0,48857844432468545
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 8-42;2019;jun;6;1,10744233753348609
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 43-365;2019;jun;6;3,02898301322673413
Concern Justitie en Veiligheid;J&V;Ministerie;zv%> 1 jaar;2019;jun;6;0,86615149181106355
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 1-7;2019;jul;7;0,47168719823939392
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 8-42;2019;jul;7;1,00319882878107025
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 43-365;2019;jul;7;3,06018364410746369
Concern Justitie en Veiligheid;J&V;Ministerie;zv%> 1 jaar;2019;jul;7;0,83205871370563023
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 1-7;2019;aug;8;0,45101613363842757
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 8-42;2019;aug;8;0,80550810502233128
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 43-365;2019;aug;8;3,03967090220744485
Concern Justitie en Veiligheid;J&V;Ministerie;zv%> 1 jaar;2019;aug;8;0,82912909418948011
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 1-7;2019;sep;9;0,67426265556579079
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 8-42;2019;sep;9;1,11100527617410272
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 43-365;2019;sep;9;2,80553252185381563
Concern Justitie en Veiligheid;J&V;Ministerie;zv%> 1 jaar;2019;sep;9;0,82072297300181474
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 1-7;2019;okt;10;0,89542499249376195
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 8-42;2019;okt;10;1,45218970671578695
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 43-365;2019;okt;10;2,87719042493027199
Concern Justitie en Veiligheid;J&V;Ministerie;zv%> 1 jaar;2019;okt;10;0,82292558877844302
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 1-7;2019;nov;11;0,91881594057463067
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 8-42;2019;nov;11;1,44719783140142222
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 43-365;2019;nov;11;3,02592772224783202
Concern Justitie en Veiligheid;J&V;Ministerie;zv%> 1 jaar;2019;nov;11;0,83142701142645914
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 1-7;2019;dec;12;0,74935301580346914
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 8-42;2019;dec;12;1,25797104049398989
Concern Justitie en Veiligheid;J&V;Ministerie;zv% 43-365;2019;dec;12;3,27291573976817762
Concern Justitie en Veiligheid;J&V;Ministerie;zv%> 1 jaar;2019;dec;12;0,79258836170928759
Hoge Colleges van Staat;HCvS;Divers;zv% 1-7;2019;jan;1;0,94932201198979538
Hoge Colleges van Staat;HCvS;Divers;zv% 8-42;2019;jan;1;0,79872262690239115
Hoge Colleges van Staat;HCvS;Divers;zv% 43-365;2019;jan;1;2,24070669897422281
Hoge Colleges van Staat;HCvS;Divers;zv%> 1 jaar;2019;jan;1;0,63878735160567623
Hoge Colleges van Staat;HCvS;Divers;zv% 1-7;2019;feb;2;1,17572608836009884
Hoge Colleges van Staat;HCvS;Divers;zv% 8-42;2019;feb;2;1,33094083813742636
Hoge Colleges van Staat;HCvS;Divers;zv% 43-365;2019;feb;2;1,96130417655028211
Hoge Colleges van Staat;HCvS;Divers;zv%> 1 jaar;2019;feb;2;0,64783354483052402
Hoge Colleges van Staat;HCvS;Divers;zv% 1-7;2019;mrt;3;0,73069798964356070
Hoge Colleges van Staat;HCvS;Divers;zv% 8-42;2019;mrt;3;0,78376115191154716
Hoge Colleges van Staat;HCvS;Divers;zv% 43-365;2019;mrt;3;1,72065285934803014
Hoge Colleges van Staat;HCvS;Divers;zv%> 1 jaar;2019;mrt;3;0,72611387978000830
Hoge Colleges van Staat;HCvS;Divers;zv% 1-7;2019;apr;4;0,74231279844532982
Hoge Colleges van Staat;HCvS;Divers;zv% 8-42;2019;apr;4;0,37368812985590233
Hoge Colleges van Staat;HCvS;Divers;zv% 43-365;2019;apr;4;2,05799225946800846
Hoge Colleges van Staat;HCvS;Divers;zv%> 1 jaar;2019;apr;4;0,70869704170401104
Hoge Colleges van Staat;HCvS;Divers;zv% 1-7;2019;mei;5;0,82209213021538308
Hoge Colleges van Staat;HCvS;Divers;zv% 8-42;2019;mei;5;0,69047343848887188
Hoge Colleges van Staat;HCvS;Divers;zv% 43-365;2019;mei;5;1,67836103096225164
Hoge Colleges van Staat;HCvS;Divers;zv%> 1 jaar;2019;mei;5;0,73082573327367184
Hoge Colleges van Staat;HCvS;Divers;zv% 1-7;2019;jun;6;0,43015135666061222
Hoge Colleges van Staat;HCvS;Divers;zv% 8-42;2019;jun;6;0,87878748628467296
Hoge Colleges van Staat;HCvS;Divers;zv% 43-365;2019;jun;6;1,42829788558854065
Hoge Colleges van Staat;HCvS;Divers;zv%> 1 jaar;2019;jun;6;0,77327836850850118
Hoge Colleges van Staat;HCvS;Divers;zv% 1-7;2019;jul;7;0,62911254844017417
Hoge Colleges van Staat;HCvS;Divers;zv% 8-42;2019;jul;7;0,76868053979721396
Hoge Colleges van Staat;HCvS;Divers;zv% 43-365;2019;jul;7;1,31061516559563795
Hoge Colleges van Staat;HCvS;Divers;zv%> 1 jaar;2019;jul;7;0,62254580135673387
Hoge Colleges van Staat;HCvS;Divers;zv% 1-7;2019;aug;8;0,28279045796631835
Hoge Colleges van Staat;HCvS;Divers;zv% 8-42;2019;aug;8;0,72913551651976116
Hoge Colleges van Staat;HCvS;Divers;zv% 43-365;2019;aug;8;1,33877390633031701
Hoge Colleges van Staat;HCvS;Divers;zv%> 1 jaar;2019;aug;8;0,64711187657218816
Hoge Colleges van Staat;HCvS;Divers;zv% 1-7;2019;sep;9;0,97327553042863990
Hoge Colleges van Staat;HCvS;Divers;zv% 8-42;2019;sep;9;1,02048223580555497
Hoge Colleges van Staat;HCvS;Divers;zv% 43-365;2019;sep;9;1,31918556997128600
Hoge Colleges van Staat;HCvS;Divers;zv%> 1 jaar;2019;sep;9;0,67491715391935636
Hoge Colleges van Staat;HCvS;Divers;zv% 1-7;2019;okt;10;0,75010647509509043
Hoge Colleges van Staat;HCvS;Divers;zv% 8-42;2019;okt;10;0,78157381356606537
Hoge Colleges van Staat;HCvS;Divers;zv% 43-365;2019;okt;10;1,62359613860921725
Hoge Colleges van Staat;HCvS;Divers;zv%> 1 jaar;2019;okt;10;0,45516341515009973
Hoge Colleges van Staat;HCvS;Divers;zv% 1-7;2019;nov;11;1,11639315423983665
Hoge Colleges van Staat;HCvS;Divers;zv% 8-42;2019;nov;11;0,97011603678569114
Hoge Colleges van Staat;HCvS;Divers;zv% 43-365;2019;nov;11;1,72108067738760040
Hoge Colleges van Staat;HCvS;Divers;zv%> 1 jaar;2019;nov;11;0,44687886439704000
Hoge Colleges van Staat;HCvS;Divers;zv% 1-7;2019;dec;12;0,82896542779093207
Hoge Colleges van Staat;HCvS;Divers;zv% 8-42;2019;dec;12;1,00897702351095786
Hoge Colleges van Staat;HCvS;Divers;zv% 43-365;2019;dec;12;2,26201285641164818
Hoge Colleges van Staat;HCvS;Divers;zv%> 1 jaar;2019;dec;12;0,30881702038544240
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 1-7;2019;jan;1;0,89106677337440621
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 8-42;2019;jan;1;1,09045044100143840
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 43-365;2019;jan;1;3,34359251308681493
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%> 1 jaar;2019;jan;1;0,70942220641678089
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 1-7;2019;feb;2;1,02980293631246789
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 8-42;2019;feb;2;1,63979179826482757
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 43-365;2019;feb;2;3,30713060417745908
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%> 1 jaar;2019;feb;2;0,75372096213030126
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 1-7;2019;mrt;3;0,81023113565133742
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 8-42;2019;mrt;3;1,37698738908546137
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 43-365;2019;mrt;3;3,37857433325625545
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%> 1 jaar;2019;mrt;3;0,74858861604539928
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 1-7;2019;apr;4;0,57791511834222542
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 8-42;2019;apr;4;1,69376367823388696
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 43-365;2019;apr;4;3,29630038447759643
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%> 1 jaar;2019;apr;4;0,74974996488002066
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 1-7;2019;mei;5;0,36978590185320342
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 8-42;2019;mei;5;1,07415709940091264
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 43-365;2019;mei;5;3,80826255649904111
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%> 1 jaar;2019;mei;5;0,75867167956441584
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 1-7;2019;jun;6;0,39829153565947506
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 8-42;2019;jun;6;0,79843991563873451
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 43-365;2019;jun;6;3,89520485925580884
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%> 1 jaar;2019;jun;6;0,76160150675637883
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 1-7;2019;jul;7;0,31952224067267415
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 8-42;2019;jul;7;0,84868692134346091
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 43-365;2019;jul;7;3,62057919840370079
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%> 1 jaar;2019;jul;7;0,80182137164545431
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 1-7;2019;aug;8;0,31789272893788451
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 8-42;2019;aug;8;0,91750042612575977
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 43-365;2019;aug;8;3,56636884357231132
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%> 1 jaar;2019;aug;8;0,93956838817858557
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 1-7;2019;sep;9;0,48274347397098372
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 8-42;2019;sep;9;0,94737033331699294
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 43-365;2019;sep;9;3,63481752034572914
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%> 1 jaar;2019;sep;9;0,95152602463757763
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 1-7;2019;okt;10;0,65172619639642881
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 8-42;2019;okt;10;1,32168055357309178
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 43-365;2019;okt;10;3,53243645700776021
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%> 1 jaar;2019;okt;10;0,97123219793624582
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 1-7;2019;nov;11;0,74503563468410816
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 8-42;2019;nov;11;1,16126760510394722
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 43-365;2019;nov;11;3,47209253857341382
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%> 1 jaar;2019;nov;11;1,11492307889087949
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 1-7;2019;dec;12;0,54915385665045402
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 8-42;2019;dec;12;1,34891838083478932
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv% 43-365;2019;dec;12;3,63055059186136608
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%> 1 jaar;2019;dec;12;1,05461721358017124
Ministerie van OCW;OCW;Ministerie;zv% 1-7;2019;jan;1;1,13299367040914567
Ministerie van OCW;OCW;Ministerie;zv% 8-42;2019;jan;1;1,28636558420305525
Ministerie van OCW;OCW;Ministerie;zv% 43-365;2019;jan;1;2,70713382929919399
Ministerie van OCW;OCW;Ministerie;zv%> 1 jaar;2019;jan;1;0,68117023891612305
Ministerie van OCW;OCW;Ministerie;zv% 1-7;2019;feb;2;1,23691230592069989
Ministerie van OCW;OCW;Ministerie;zv% 8-42;2019;feb;2;1,61385777842017863
Ministerie van OCW;OCW;Ministerie;zv% 43-365;2019;feb;2;2,80764102737561183
Ministerie van OCW;OCW;Ministerie;zv%> 1 jaar;2019;feb;2;0,68627082818701735
Ministerie van OCW;OCW;Ministerie;zv% 1-7;2019;mrt;3;1,07438336717672533
Ministerie van OCW;OCW;Ministerie;zv% 8-42;2019;mrt;3;1,26430772637377298
Ministerie van OCW;OCW;Ministerie;zv% 43-365;2019;mrt;3;2,98885608423054583
Ministerie van OCW;OCW;Ministerie;zv%> 1 jaar;2019;mrt;3;0,72993433825225462
Ministerie van OCW;OCW;Ministerie;zv% 1-7;2019;apr;4;0,74783938170388409
Ministerie van OCW;OCW;Ministerie;zv% 8-42;2019;apr;4;0,86942376016596734
Ministerie van OCW;OCW;Ministerie;zv% 43-365;2019;apr;4;2,93047377656800601
Ministerie van OCW;OCW;Ministerie;zv%> 1 jaar;2019;apr;4;0,75610871130327739
Ministerie van OCW;OCW;Ministerie;zv% 1-7;2019;mei;5;0,70209959384564047
Ministerie van OCW;OCW;Ministerie;zv% 8-42;2019;mei;5;0,89374605707016197
Ministerie van OCW;OCW;Ministerie;zv% 43-365;2019;mei;5;2,70872458493874646
Ministerie van OCW;OCW;Ministerie;zv%> 1 jaar;2019;mei;5;0,73967226106496908
Ministerie van OCW;OCW;Ministerie;zv% 1-7;2019;jun;6;0,48871221617444360
Ministerie van OCW;OCW;Ministerie;zv% 8-42;2019;jun;6;0,76350465538262824
Ministerie van OCW;OCW;Ministerie;zv% 43-365;2019;jun;6;2,68247310232519132
Ministerie van OCW;OCW;Ministerie;zv%> 1 jaar;2019;jun;6;0,76214767876565093
Ministerie van OCW;OCW;Ministerie;zv% 1-7;2019;jul;7;0,52796990890059914
Ministerie van OCW;OCW;Ministerie;zv% 8-42;2019;jul;7;1,00197577921779390
Ministerie van OCW;OCW;Ministerie;zv% 43-365;2019;jul;7;2,70654469382572449
Ministerie van OCW;OCW;Ministerie;zv%> 1 jaar;2019;jul;7;0,77836080468359059
Ministerie van OCW;OCW;Ministerie;zv% 1-7;2019;aug;8;0,40745226538927337
Ministerie van OCW;OCW;Ministerie;zv% 8-42;2019;aug;8;0,56651945680852245
Ministerie van OCW;OCW;Ministerie;zv% 43-365;2019;aug;8;2,90322082419768668
Ministerie van OCW;OCW;Ministerie;zv%> 1 jaar;2019;aug;8;0,77081809494748188
Ministerie van OCW;OCW;Ministerie;zv% 1-7;2019;sep;9;0,88786924288172275
Ministerie van OCW;OCW;Ministerie;zv% 8-42;2019;sep;9;0,98578298194689795
Ministerie van OCW;OCW;Ministerie;zv% 43-365;2019;sep;9;2,61199177395032178
Ministerie van OCW;OCW;Ministerie;zv%> 1 jaar;2019;sep;9;0,72423791131972204
Ministerie van OCW;OCW;Ministerie;zv% 1-7;2019;okt;10;1,04725414443400644
Ministerie van OCW;OCW;Ministerie;zv% 8-42;2019;okt;10;1,44508815133227997
Ministerie van OCW;OCW;Ministerie;zv% 43-365;2019;okt;10;2,67931028389854209
Ministerie van OCW;OCW;Ministerie;zv%> 1 jaar;2019;okt;10;0,71301438061965361
Ministerie van OCW;OCW;Ministerie;zv% 1-7;2019;nov;11;1,03347537791199295
Ministerie van OCW;OCW;Ministerie;zv% 8-42;2019;nov;11;1,34289155141569361
Ministerie van OCW;OCW;Ministerie;zv% 43-365;2019;nov;11;2,96984789508613067
Ministerie van OCW;OCW;Ministerie;zv%> 1 jaar;2019;nov;11;0,72340205050012008
Ministerie van OCW;OCW;Ministerie;zv% 1-7;2019;dec;12;0,77777416453553294
Ministerie van OCW;OCW;Ministerie;zv% 8-42;2019;dec;12;1,12478329375882224
Ministerie van OCW;OCW;Ministerie;zv% 43-365;2019;dec;12;3,18869239371213276
Ministerie van OCW;OCW;Ministerie;zv%> 1 jaar;2019;dec;12;0,62740759431798365
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2019;jan;1;0,94106866708870673
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2019;jan;1;0,84140093945723649
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2019;jan;1;2,40546264918426056
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2019;jan;1;0,50622066503997709
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2019;feb;2;1,27479714663956334
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2019;feb;2;1,14355028914795720
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2019;feb;2;2,15183773563644243
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2019;feb;2;0,55460978278517914
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2019;mrt;3;0,91695415312650008
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2019;mrt;3;0,91964280619973104
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2019;mrt;3;2,14563323935949191
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2019;mrt;3;0,62686924033739022
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2019;apr;4;0,66950035690247289
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2019;apr;4;0,67980371767492553
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2019;apr;4;2,25897744978501347
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2019;apr;4;0,62604199753324774
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2019;mei;5;0,56631070300694653
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2019;mei;5;0,80177552613887082
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2019;mei;5;2,13857351152878605
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2019;mei;5;0,56965751162302003
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2019;jun;6;0,42821207915232545
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2019;jun;6;0,62299260363324627
