organisatie;org_afk;soort;onderwerp;jaar;maand;maand_nr;aantal
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2020;jan;1;0,97129462979463921
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2020;jan;1;0,94100557669268192
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2020;jan;1;2,38343364667244195
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2020;jan;1;0,59373913198870554
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2020;feb;2;1,10398508621502023
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2020;feb;2;1,21982884369705080
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2020;feb;2;2,27779645452087776
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2020;feb;2;0,59861855583208468
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2020;mrt;3;0,72971808426605322
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2020;mrt;3;1,42342245340136886
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2020;mrt;3;2,31394387569798088
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2020;mrt;3;0,61739299636892753
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2020;apr;4;0,25803821655648157
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2020;apr;4;0,93232430937477395
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2020;apr;4;2,35178251719395126
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2020;apr;4;0,59117906956206723
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2020;mei;5;0,21074700459597787
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2020;mei;5;0,56521568755448293
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2020;mei;5;2,20261094816701952
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2020;mei;5;0,57162977380573243
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2020;jun;6;0,24006510352916510
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2020;jun;6;0,56119776226895701
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2020;jun;6;2,02522459726304627
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2020;jun;6;0,59776618288394157
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2020;jul;7;0,28968274349311690
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2020;jul;7;0,70108421201389981
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2020;jul;7;1,90086192733702775
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2020;jul;7;0,53950928296922307
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2020;aug;8;0,21721311082008379
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2020;aug;8;0,56559393625051080
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2020;aug;8;1,97920217628427353
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2020;aug;8;0,53850237111188681
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2020;sep;9;0,45017998277475346
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2020;sep;9;0,80894556486784230
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2020;sep;9;1,78097890874158216
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2020;sep;9;0,53561337704452727
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2020;okt;10;0,51641305993013731
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2020;okt;10;1,19889779201401736
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2020;okt;10;1,88979395371699099
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2020;okt;10;0,46725876809356087
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2020;nov;11;0,37675085326539021
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2020;nov;11;1,05952265516705091
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2020;nov;11;2,05211151479948706
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2020;nov;11;0,48029703876465979
Ministerie van V.W.S.;VWS;Ministerie;zv% 1-7;2020;dec;12;0,36501578859735934
Ministerie van V.W.S.;VWS;Ministerie;zv% 8-42;2020;dec;12;0,83759825454649739
Ministerie van V.W.S.;VWS;Ministerie;zv% 43-365;2020;dec;12;2,15686826390440789
Ministerie van V.W.S.;VWS;Ministerie;zv%> 1 jaar;2020;dec;12;0,53229866989005992
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 1-7;2020;jan;1;0,90924910763262967
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 8-42;2020;jan;1;0,97123007004580308
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 43-365;2020;jan;1;2,34966106090252858
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%> 1 jaar;2020;jan;1;0,44912971384015016
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 1-7;2020;feb;2;0,99430934253907810
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 8-42;2020;feb;2;1,23541399471851765
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 43-365;2020;feb;2;2,08089434879182589
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%> 1 jaar;2020;feb;2;0,45000020689610698
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 1-7;2020;mrt;3;0,66658630367473748
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 8-42;2020;mrt;3;1,25535749840943001
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 43-365;2020;mrt;3;2,11199910725932805
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%> 1 jaar;2020;mrt;3;0,43878445514957798
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 1-7;2020;apr;4;0,18901907282887981
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 8-42;2020;apr;4;0,77982164619932359
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 43-365;2020;apr;4;1,99730730467667117
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%> 1 jaar;2020;apr;4;0,43545267341903166
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 1-7;2020;mei;5;0,16519644732453101
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 8-42;2020;mei;5;0,40944635119203460
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 43-365;2020;mei;5;1,74258949160482213
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%> 1 jaar;2020;mei;5;0,47755480281848811
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 1-7;2020;jun;6;0,24643184212464242
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 8-42;2020;jun;6;0,54320105069879554
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 43-365;2020;jun;6;1,55742998595845683
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%> 1 jaar;2020;jun;6;0,45760394144501182
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 1-7;2020;jul;7;0,26226285111813175
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 8-42;2020;jul;7;0,82954574536534209
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 43-365;2020;jul;7;1,45856614550215458
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%> 1 jaar;2020;jul;7;0,42568658500977452
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 1-7;2020;aug;8;0,21865878687846554
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 8-42;2020;aug;8;0,50248640565665781
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 43-365;2020;aug;8;1,66920299572599640
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%> 1 jaar;2020;aug;8;0,42127743538352980
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 1-7;2020;sep;9;0,37708732885210239
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 8-42;2020;sep;9;0,72045957422574625
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 43-365;2020;sep;9;1,63643196838247507
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%> 1 jaar;2020;sep;9;0,40368759784490754
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 1-7;2020;okt;10;0,48040632689780371
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 8-42;2020;okt;10;0,92605195291451570
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 43-365;2020;okt;10;1,63509784576574435
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%> 1 jaar;2020;okt;10;0,38239558982559385
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 1-7;2020;nov;11;0,43572035435862938
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 8-42;2020;nov;11;0,93218279405837023
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 43-365;2020;nov;11;1,74320914089713597
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%> 1 jaar;2020;nov;11;0,35760978341356897
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 1-7;2020;dec;12;0,33916159406930196
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 8-42;2020;dec;12;0,74980767191983788
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv% 43-365;2020;dec;12;1,87846340537863465
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%> 1 jaar;2020;dec;12;0,34895820767038505
Ministerie van Financien;FIN;Ministerie;zv% 1-7;2020;jan;1;0,99009334187538334
Ministerie van Financien;FIN;Ministerie;zv% 8-42;2020;jan;1;1,41799449040866965
Ministerie van Financien;FIN;Ministerie;zv% 43-365;2020;jan;1;3,13896599793739473
Ministerie van Financien;FIN;Ministerie;zv%> 1 jaar;2020;jan;1;0,81797532903272618
Ministerie van Financien;FIN;Ministerie;zv% 1-7;2020;feb;2;1,06740800561942550
Ministerie van Financien;FIN;Ministerie;zv% 8-42;2020;feb;2;1,79666339737434821
Ministerie van Financien;FIN;Ministerie;zv% 43-365;2020;feb;2;3,01736042332638910
Ministerie van Financien;FIN;Ministerie;zv%> 1 jaar;2020;feb;2;0,81192934754593449
Ministerie van Financien;FIN;Ministerie;zv% 1-7;2020;mrt;3;0,74620353809155537
Ministerie van Financien;FIN;Ministerie;zv% 8-42;2020;mrt;3;2,34223087482990211
Ministerie van Financien;FIN;Ministerie;zv% 43-365;2020;mrt;3;3,30418078407027016
Ministerie van Financien;FIN;Ministerie;zv%> 1 jaar;2020;mrt;3;0,84940025519917095
Ministerie van Financien;FIN;Ministerie;zv% 1-7;2020;apr;4;0,21162643606411113
Ministerie van Financien;FIN;Ministerie;zv% 8-42;2020;apr;4;1,23616716317157693
Ministerie van Financien;FIN;Ministerie;zv% 43-365;2020;apr;4;3,43181343053195498
Ministerie van Financien;FIN;Ministerie;zv%> 1 jaar;2020;apr;4;0,85482281733244503
Ministerie van Financien;FIN;Ministerie;zv% 1-7;2020;mei;5;0,23632970600125089
Ministerie van Financien;FIN;Ministerie;zv% 8-42;2020;mei;5;0,73622840786844490
Ministerie van Financien;FIN;Ministerie;zv% 43-365;2020;mei;5;3,13634508443082360
Ministerie van Financien;FIN;Ministerie;zv%> 1 jaar;2020;mei;5;0,84791845369076768
Ministerie van Financien;FIN;Ministerie;zv% 1-7;2020;jun;6;0,25949264115205156
Ministerie van Financien;FIN;Ministerie;zv% 8-42;2020;jun;6;0,92676770345948545
Ministerie van Financien;FIN;Ministerie;zv% 43-365;2020;jun;6;2,91884414341646092
Ministerie van Financien;FIN;Ministerie;zv%> 1 jaar;2020;jun;6;0,84584845692029331
Ministerie van Financien;FIN;Ministerie;zv% 1-7;2020;jul;7;0,29226572131666079
Ministerie van Financien;FIN;Ministerie;zv% 8-42;2020;jul;7;0,92348245409330121
Ministerie van Financien;FIN;Ministerie;zv% 43-365;2020;jul;7;2,91763422226797919
Ministerie van Financien;FIN;Ministerie;zv%> 1 jaar;2020;jul;7;0,82579856009387098
Ministerie van Financien;FIN;Ministerie;zv% 1-7;2020;aug;8;0,23969169388620523
Ministerie van Financien;FIN;Ministerie;zv% 8-42;2020;aug;8;0,79140455066389193
Ministerie van Financien;FIN;Ministerie;zv% 43-365;2020;aug;8;2,90348820176618627
Ministerie van Financien;FIN;Ministerie;zv%> 1 jaar;2020;aug;8;0,85381028845326812
Ministerie van Financien;FIN;Ministerie;zv% 1-7;2020;sep;9;0,43476104540714988
Ministerie van Financien;FIN;Ministerie;zv% 8-42;2020;sep;9;1,17789877268484444
Ministerie van Financien;FIN;Ministerie;zv% 43-365;2020;sep;9;2,68795066781392089
Ministerie van Financien;FIN;Ministerie;zv%> 1 jaar;2020;sep;9;0,88836219221832569
Ministerie van Financien;FIN;Ministerie;zv% 1-7;2020;okt;10;0,52238184814876898
Ministerie van Financien;FIN;Ministerie;zv% 8-42;2020;okt;10;1,50040627679185912
Ministerie van Financien;FIN;Ministerie;zv% 43-365;2020;okt;10;2,72893668202925221
Ministerie van Financien;FIN;Ministerie;zv%> 1 jaar;2020;okt;10;0,91792366626842836
Ministerie van Financien;FIN;Ministerie;zv% 1-7;2020;nov;11;0,42227567049972570
Ministerie van Financien;FIN;Ministerie;zv% 8-42;2020;nov;11;1,57475027855649885
Ministerie van Financien;FIN;Ministerie;zv% 43-365;2020;nov;11;2,81149291198937590
Ministerie van Financien;FIN;Ministerie;zv%> 1 jaar;2020;nov;11;0,91575530025221674
Ministerie van Financien;FIN;Ministerie;zv% 1-7;2020;dec;12;0,35723704336302925
Ministerie van Financien;FIN;Ministerie;zv% 8-42;2020;dec;12;1,36117130415578758
Ministerie van Financien;FIN;Ministerie;zv% 43-365;2020;dec;12;2,95947774142829356
Ministerie van Financien;FIN;Ministerie;zv%> 1 jaar;2020;dec;12;0,89856881552874956
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 1-7;2020;jan;1;0,88766416375199941
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 8-42;2020;jan;1;1,15963245631643996
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 43-365;2020;jan;1;2,43171479639921584
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%> 1 jaar;2020;jan;1;0,61398844715107681
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 1-7;2020;feb;2;0,95919661137811207
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 8-42;2020;feb;2;1,33276240115981159
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 43-365;2020;feb;2;2,28753123395124858
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%> 1 jaar;2020;feb;2;0,60801225726747332
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 1-7;2020;mrt;3;0,76970455116250847
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 8-42;2020;mrt;3;1,70020434819793320
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 43-365;2020;mrt;3;2,35835761744266836
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%> 1 jaar;2020;mrt;3;0,61172207069640361
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 1-7;2020;apr;4;0,19742729087238664
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 8-42;2020;apr;4;1,00210781612645250
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 43-365;2020;apr;4;2,30950638647471163
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%> 1 jaar;2020;apr;4;0,57679681582438935
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 1-7;2020;mei;5;0,18697527577489656
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 8-42;2020;mei;5;0,70864858010348719
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 43-365;2020;mei;5;2,15956198014226519
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%> 1 jaar;2020;mei;5;0,55192370806825986
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 1-7;2020;jun;6;0,24785532213136852
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 8-42;2020;jun;6;0,55989847828853212
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 43-365;2020;jun;6;2,06314865134874736
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%> 1 jaar;2020;jun;6;0,51999979730915191
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 1-7;2020;jul;7;0,30319810332062791
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 8-42;2020;jul;7;0,57725453940633964
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 43-365;2020;jul;7;1,90705907025203647
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%> 1 jaar;2020;jul;7;0,51924885909741747
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 1-7;2020;aug;8;0,20712627652737284
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 8-42;2020;aug;8;0,56454362149132942
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 43-365;2020;aug;8;1,84050558792009245
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%> 1 jaar;2020;aug;8;0,54407222109581421
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 1-7;2020;sep;9;0,41436588835669935
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 8-42;2020;sep;9;0,85158018160366711
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 43-365;2020;sep;9;1,75032299784400491
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%> 1 jaar;2020;sep;9;0,51017719908023562
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 1-7;2020;okt;10;0,49845332087283434
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 8-42;2020;okt;10;1,09617053882954729
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 43-365;2020;okt;10;1,94461037556863414
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%> 1 jaar;2020;okt;10;0,47304535023801031
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 1-7;2020;nov;11;0,44144249206865371
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 8-42;2020;nov;11;1,12317161732972748
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 43-365;2020;nov;11;1,99985454051946454
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%> 1 jaar;2020;nov;11;0,47818806182173179
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 1-7;2020;dec;12;0,37725716575388263
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 8-42;2020;dec;12;0,99916816642126394
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv% 43-365;2020;dec;12;2,06955350618829659
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%> 1 jaar;2020;dec;12;0,45722906464036395
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 1-7;2020;jan;1;0,12781754607694717
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 8-42;2020;jan;1;0,38800294287118087
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 43-365;2020;jan;1;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv%> 1 jaar;2020;jan;1;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 1-7;2020;feb;2;0,75701681951956790
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 8-42;2020;feb;2;1,14706180946781355
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 43-365;2020;feb;2;0,67778087229575779
Eerste Kamer der Staten-Generaal;EK;Divers;zv%> 1 jaar;2020;feb;2;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 1-7;2020;mrt;3;0,11390023250834129
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 8-42;2020;mrt;3;0,42742960585963541
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 43-365;2020;mrt;3;1,22090924783830013
Eerste Kamer der Staten-Generaal;EK;Divers;zv%> 1 jaar;2020;mrt;3;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 1-7;2020;apr;4;0,16276174484356773
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 8-42;2020;apr;4;0,13077434102809557
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 43-365;2020;apr;4;1,20780565886728497
Eerste Kamer der Staten-Generaal;EK;Divers;zv%> 1 jaar;2020;apr;4;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 1-7;2020;mei;5;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 8-42;2020;mei;5;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 43-365;2020;mei;5;0,41429311237700672
Eerste Kamer der Staten-Generaal;EK;Divers;zv%> 1 jaar;2020;mei;5;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 1-7;2020;jun;6;0,07846460461685734
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 8-42;2020;jun;6;0,75849117796295429
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 43-365;2020;jun;6;0,41429311237700672
Eerste Kamer der Staten-Generaal;EK;Divers;zv%> 1 jaar;2020;jun;6;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 1-7;2020;jul;7;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 8-42;2020;jul;7;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 43-365;2020;jul;7;1,89314736098786107
Eerste Kamer der Staten-Generaal;EK;Divers;zv%> 1 jaar;2020;jul;7;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 1-7;2020;aug;8;0,12593671730330197
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 8-42;2020;aug;8;0,35262280844924548
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 43-365;2020;aug;8;1,26863611542654264
Eerste Kamer der Staten-Generaal;EK;Divers;zv%> 1 jaar;2020;aug;8;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 1-7;2020;sep;9;0,02089529332221683
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 8-42;2020;sep;9;1,03698726164847788
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 43-365;2020;sep;9;1,18838740184915559
Eerste Kamer der Staten-Generaal;EK;Divers;zv%> 1 jaar;2020;sep;9;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 1-7;2020;okt;10;0,20089725737575445
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 8-42;2020;okt;10;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 43-365;2020;okt;10;1,93454013989982765
Eerste Kamer der Staten-Generaal;EK;Divers;zv%> 1 jaar;2020;okt;10;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 1-7;2020;nov;11;0,17611944114225819
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 8-42;2020;nov;11;0,22134447980979408
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 43-365;2020;nov;11;1,39647965640219351
Eerste Kamer der Staten-Generaal;EK;Divers;zv%> 1 jaar;2020;nov;11;0,00000000000000000
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 1-7;2020;dec;12;0,23687853777823498
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 8-42;2020;dec;12;3,05592152964638020
Eerste Kamer der Staten-Generaal;EK;Divers;zv% 43-365;2020;dec;12;1,20645441959676614
Eerste Kamer der Staten-Generaal;EK;Divers;zv%> 1 jaar;2020;dec;12;0,00000000000000000
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2020;jan;1;0,79115990904817857
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2020;jan;1;0,41133126439141088
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2020;jan;1;2,50636078189211986
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2020;jan;1;0,77874326216717904
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2020;feb;2;0,70882391960424251
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2020;feb;2;0,72928545453991678
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2020;feb;2;2,13157965296577645
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2020;feb;2;0,71400670956598733
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2020;mrt;3;0,47368165230692122
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2020;mrt;3;1,23176708994961537
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2020;mrt;3;2,00288802805143673
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2020;mrt;3;0,80467904303732329
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2020;apr;4;0,18707687377318430
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2020;apr;4;0,49485002509596554
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2020;apr;4;2,29453473493711879
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2020;apr;4;0,71230597755266034
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2020;mei;5;0,05750506129504435
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2020;mei;5;0,00451941695182681
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2020;mei;5;2,25758434994604729
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2020;mei;5;0,62849271840579557
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2020;jun;6;0,19575870923046343
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2020;jun;6;0,57281320050424045
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2020;jun;6;1,82244561278362061
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2020;jun;6;0,64532403894059054
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2020;jul;7;0,07039731322361484
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2020;jul;7;0,49416393216687537
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2020;jul;7;1,50928974333632859
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2020;jul;7;0,76452352606758833
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2020;aug;8;0,09185331539234556
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2020;aug;8;0,28262279073200364
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 43-365;2020;aug;8;1,66483736721681908
Tweede Kamer der Staten-Generaal;TK;Divers;zv%> 1 jaar;2020;aug;8;0,74019973542720563
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 1-7;2020;sep;9;0,47835076269802745
Tweede Kamer der Staten-Generaal;TK;Divers;zv% 8-42;2020;sep;9;0,80404979521955955
