organisatie;org_afk;soort;onderwerp;jaar;maand;maand_nr;aantal
Raad van State;RvS;Divers;zv%;2022;apr;4;6,4127269875237927
Raad van State;RvS;Divers;zv%;2022;mei;5;5,5647168626353567
Raad van State;RvS;Divers;zv%;2022;jun;6;5,7517006342648784
Raad van State;RvS;Divers;zv%;2022;jul;7;6,4835412512701485
Raad van State;RvS;Divers;zv%;2022;aug;8;5,2684252482529557
Buitenlandse zaken;BuZa;Ministerie;zv%;2022;jan;1;2,2769375957015363
Buitenlandse zaken;BuZa;Ministerie;zv%;2022;feb;2;2,2967768720281865
Buitenlandse zaken;BuZa;Ministerie;zv%;2022;mrt;3;2,5271741550690376
Buitenlandse zaken;BuZa;Ministerie;zv%;2022;apr;4;2,4525668156736145
Buitenlandse zaken;BuZa;Ministerie;zv%;2022;mei;5;2,0511619041318965
Buitenlandse zaken;BuZa;Ministerie;zv%;2022;jun;6;2,3052138736392163
Buitenlandse zaken;BuZa;Ministerie;zv%;2022;jul;7;2,4274917317479292
Buitenlandse zaken;BuZa;Ministerie;zv%;2022;aug;8;2,0603980347186028
