organisatie;org_afk;soort;onderwerp;jaar;maand;maand_nr;aantal
Ministerie van AZ;AZ;Ministerie;zv%;2021;aug;8;4,2639506234574185
Ministerie van AZ;AZ;Ministerie;zv%;2021;sep;9;4,3537877619463030
Ministerie van AZ;AZ;Ministerie;zv%;2021;okt;10;4,0538692179100044
Ministerie van AZ;AZ;Ministerie;zv%;2021;nov;11;4,1154129416376533
Ministerie van AZ;AZ;Ministerie;zv%;2021;dec;12;4,5210363867414891
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2021;jan;1;5,7407957146532729
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2021;feb;2;5,8035865470243682
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2021;mrt;3;6,0405991132281178
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2021;apr;4;6,2050931252921639
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2021;mei;5;5,8690480549882285
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2021;jun;6;5,7632213926473987
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2021;jul;7;5,8979694338128690
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2021;aug;8;5,5416473488436742
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2021;sep;9;5,8143375140304423
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2021;okt;10;6,5756236611602779
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2021;nov;11;7,3190192605752360
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2021;dec;12;7,1375939282895162
Hoge Colleges van Staat;HCvS;Divers;zv%;2021;jan;1;3,3123183054101077
Hoge Colleges van Staat;HCvS;Divers;zv%;2021;feb;2;2,9640731968522358
Hoge Colleges van Staat;HCvS;Divers;zv%;2021;mrt;3;3,2612818360825075
Hoge Colleges van Staat;HCvS;Divers;zv%;2021;apr;4;3,7275685141628916
Hoge Colleges van Staat;HCvS;Divers;zv%;2021;mei;5;2,7521299867615467
Hoge Colleges van Staat;HCvS;Divers;zv%;2021;jun;6;3,0851875475603596
Hoge Colleges van Staat;HCvS;Divers;zv%;2021;jul;7;3,5126146700888001
Hoge Colleges van Staat;HCvS;Divers;zv%;2021;aug;8;2,8983807552965462
Hoge Colleges van Staat;HCvS;Divers;zv%;2021;sep;9;3,1638983609237066
Hoge Colleges van Staat;HCvS;Divers;zv%;2021;okt;10;3,4182016800821668
Hoge Colleges van Staat;HCvS;Divers;zv%;2021;nov;11;4,4531399868588979
Hoge Colleges van Staat;HCvS;Divers;zv%;2021;dec;12;4,1419912784753281
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2021;jan;1;5,4376808611601044
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2021;feb;2;5,7169094338900415
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2021;mrt;3;5,8427005100104967
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2021;apr;4;5,8741666696253230
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2021;mei;5;5,8861282276683413
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2021;jun;6;6,0441267523756688
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2021;jul;7;6,0684021513597957
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2021;aug;8;5,7259940043482578
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2021;sep;9;5,9773269020092012
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2021;okt;10;6,5151055675247553
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2021;nov;11;7,4486811552121770
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2021;dec;12;6,8441928280258546
Ministerie van OCW;OCW;Ministerie;zv%;2021;jan;1;4,7932689440240326
Ministerie van OCW;OCW;Ministerie;zv%;2021;feb;2;4,9361197994536896
Ministerie van OCW;OCW;Ministerie;zv%;2021;mrt;3;5,2650685429106225
Ministerie van OCW;OCW;Ministerie;zv%;2021;apr;4;5,6095761186247142
Ministerie van OCW;OCW;Ministerie;zv%;2021;mei;5;5,2749559014836098
Ministerie van OCW;OCW;Ministerie;zv%;2021;jun;6;5,1770893002338401
Ministerie van OCW;OCW;Ministerie;zv%;2021;jul;7;5,3996538291502532
Ministerie van OCW;OCW;Ministerie;zv%;2021;aug;8;4,9672020690937115
Ministerie van OCW;OCW;Ministerie;zv%;2021;sep;9;5,2971475249429574
Ministerie van OCW;OCW;Ministerie;zv%;2021;okt;10;5,8472946362888329
Ministerie van OCW;OCW;Ministerie;zv%;2021;nov;11;6,2794941863487352
Ministerie van OCW;OCW;Ministerie;zv%;2021;dec;12;5,9749386062372025
Ministerie van V.W.S.;VWS;Ministerie;zv%;2021;jan;1;3,7476469345724852
Ministerie van V.W.S.;VWS;Ministerie;zv%;2021;feb;2;3,6581880276278231
Ministerie van V.W.S.;VWS;Ministerie;zv%;2021;mrt;3;3,9776057749322327
Ministerie van V.W.S.;VWS;Ministerie;zv%;2021;apr;4;4,2187281557732597
Ministerie van V.W.S.;VWS;Ministerie;zv%;2021;mei;5;4,0351301262676040
Ministerie van V.W.S.;VWS;Ministerie;zv%;2021;jun;6;3,9033226530952345
Ministerie van V.W.S.;VWS;Ministerie;zv%;2021;jul;7;4,1000390713366972
Ministerie van V.W.S.;VWS;Ministerie;zv%;2021;aug;8;3,7782966354891174
Ministerie van V.W.S.;VWS;Ministerie;zv%;2021;sep;9;3,9125843260452307
Ministerie van V.W.S.;VWS;Ministerie;zv%;2021;okt;10;4,6226959573480810
Ministerie van V.W.S.;VWS;Ministerie;zv%;2021;nov;11;4,9390668345257387
Ministerie van V.W.S.;VWS;Ministerie;zv%;2021;dec;12;4,4703139112378674
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2021;jan;1;3,1300842346735824
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2021;feb;2;3,2817335888300843
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2021;mrt;3;3,6377380216289290
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2021;apr;4;3,7857174486628864
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2021;mei;5;3,6625140885865028
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2021;jun;6;3,7834182211683869
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2021;jul;7;3,8308822993342555
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2021;aug;8;3,5715407700692077
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2021;sep;9;3,9370779207900459
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2021;okt;10;4,3583234955223915
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2021;nov;11;4,7518842924630134
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2021;dec;12;4,5298798376177691
Ministerie van Financien;FIN;Ministerie;zv%;2021;jan;1;5,5096137201249284
Ministerie van Financien;FIN;Ministerie;zv%;2021;feb;2;5,6418121226163596
Ministerie van Financien;FIN;Ministerie;zv%;2021;mrt;3;5,8740064109141681
Ministerie van Financien;FIN;Ministerie;zv%;2021;apr;4;6,0082855132094402
Ministerie van Financien;FIN;Ministerie;zv%;2021;mei;5;5,7403702283622691
Ministerie van Financien;FIN;Ministerie;zv%;2021;jun;6;5,6284013121379122
Ministerie van Financien;FIN;Ministerie;zv%;2021;jul;7;5,7415743323018376
Ministerie van Financien;FIN;Ministerie;zv%;2021;aug;8;5,4761414262652206
Ministerie van Financien;FIN;Ministerie;zv%;2021;sep;9;5,7783250513878892
Ministerie van Financien;FIN;Ministerie;zv%;2021;okt;10;6,4993346542530306
Ministerie van Financien;FIN;Ministerie;zv%;2021;nov;11;7,0690419823575423
Ministerie van Financien;FIN;Ministerie;zv%;2021;dec;12;6,5133613111599917
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2021;jan;1;3,7551567510459325
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2021;feb;2;4,0169757798370469
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2021;mrt;3;4,1838334589259345
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2021;apr;4;4,4121525973901434
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2021;mei;5;4,1104681978330531
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2021;jun;6;4,0561148380758549
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2021;jul;7;4,1857502401266311
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2021;aug;8;3,9528752877773092
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2021;sep;9;4,2094999248265088
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2021;okt;10;4,7134577844117453
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2021;nov;11;5,3889467942677651
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2021;dec;12;5,0611086900846978
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2021;jan;1;4,2862095046783475
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2021;feb;2;3,3224841585680371
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2021;mrt;3;3,5434585570301453
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2021;apr;4;2,6209830416721771
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2021;mei;5;1,1419256536328333
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2021;jun;6;1,7388478141017463
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2021;jul;7;1,6000899721619639
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2021;aug;8;1,5754671777671299
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2021;sep;9;1,5667057102402355
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2021;okt;10;2,2056075021660653
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2021;nov;11;2,3077712544988467
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2021;dec;12;2,0183428744254228
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2021;jan;1;4,2847037429818666
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2021;feb;2;3,8686507476469756
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2021;mrt;3;3,5421148421472530
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2021;apr;4;4,2938271056459856
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2021;mei;5;3,9712942271162648
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2021;jun;6;3,9680499111325895
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2021;jul;7;4,0350671448531719
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2021;aug;8;3,7684380267364888
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2021;sep;9;4,4173857587234648
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2021;okt;10;5,1762212985922122
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2021;nov;11;5,9414740056268345
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2021;dec;12;4,8790934400736479
Ministerie van LNV;LNV;Ministerie;zv%;2021;jan;1;4,4146958201708859
Ministerie van LNV;LNV;Ministerie;zv%;2021;feb;2;4,7997766346893638
Ministerie van LNV;LNV;Ministerie;zv%;2021;mrt;3;4,8215707693887673
Ministerie van LNV;LNV;Ministerie;zv%;2021;apr;4;4,8862972226669692
Ministerie van LNV;LNV;Ministerie;zv%;2021;mei;5;4,6461201670779593
Ministerie van LNV;LNV;Ministerie;zv%;2021;jun;6;4,6213059898314253
Ministerie van LNV;LNV;Ministerie;zv%;2021;jul;7;4,8006123310231752
Ministerie van LNV;LNV;Ministerie;zv%;2021;aug;8;4,7456156635417361
Ministerie van LNV;LNV;Ministerie;zv%;2021;sep;9;4,7335440109243301
Ministerie van LNV;LNV;Ministerie;zv%;2021;okt;10;5,3066584132704078
Ministerie van LNV;LNV;Ministerie;zv%;2021;nov;11;5,7893566766994322
Ministerie van LNV;LNV;Ministerie;zv%;2021;dec;12;5,6882854341384279
Autoriteit Persoonsgegevens;AP;Divers;zv%;2021;jan;1;4,7370782157449955
Autoriteit Persoonsgegevens;AP;Divers;zv%;2021;feb;2;6,1917613681491668
Autoriteit Persoonsgegevens;AP;Divers;zv%;2021;mrt;3;6,5286578660225638
Autoriteit Persoonsgegevens;AP;Divers;zv%;2021;apr;4;4,3236619937908989
Autoriteit Persoonsgegevens;AP;Divers;zv%;2021;mei;5;4,4253582082371485
Autoriteit Persoonsgegevens;AP;Divers;zv%;2021;jun;6;5,0141768312759520
Autoriteit Persoonsgegevens;AP;Divers;zv%;2021;jul;7;4,4047826996084236
Autoriteit Persoonsgegevens;AP;Divers;zv%;2021;aug;8;4,3724783670807250
Autoriteit Persoonsgegevens;AP;Divers;zv%;2021;sep;9;5,9548568392578112
Autoriteit Persoonsgegevens;AP;Divers;zv%;2021;okt;10;6,3157836259987334
Autoriteit Persoonsgegevens;AP;Divers;zv%;2021;nov;11;6,0639280288361288
Autoriteit Persoonsgegevens;AP;Divers;zv%;2021;dec;12;6,0740321409955831
Bureau Financieel Toezicht;BFT;Divers;zv%;2021;jan;1;4,7047271883126864
Bureau Financieel Toezicht;BFT;Divers;zv%;2021;feb;2;3,1211014017587972
Bureau Financieel Toezicht;BFT;Divers;zv%;2021;mrt;3;3,5651786724841514
Bureau Financieel Toezicht;BFT;Divers;zv%;2021;apr;4;2,8322816506410255
Bureau Financieel Toezicht;BFT;Divers;zv%;2021;mei;5;2,2842535574666276
Bureau Financieel Toezicht;BFT;Divers;zv%;2021;jun;6;0,9419227315888405
Bureau Financieel Toezicht;BFT;Divers;zv%;2021;jul;7;1,0216704400008327
Bureau Financieel Toezicht;BFT;Divers;zv%;2021;aug;8;0,4326139711981792
Bureau Financieel Toezicht;BFT;Divers;zv%;2021;sep;9;0,6274868719127088
Bureau Financieel Toezicht;BFT;Divers;zv%;2021;okt;10;1,9579218602676101
Bureau Financieel Toezicht;BFT;Divers;zv%;2021;nov;11;2,2399302251823658
Bureau Financieel Toezicht;BFT;Divers;zv%;2021;dec;12;3,2499769804487277
Raad van State;RvS;Divers;zv%;2021;jan;1;5,2477512258959349
Raad van State;RvS;Divers;zv%;2021;feb;2;5,0270044705181611
Raad van State;RvS;Divers;zv%;2021;mrt;3;5,1626318582499389
Raad van State;RvS;Divers;zv%;2021;apr;4;5,0980420782654807
Raad van State;RvS;Divers;zv%;2021;mei;5;4,8494996076471306
Raad van State;RvS;Divers;zv%;2021;jun;6;4,8512672162685941
Raad van State;RvS;Divers;zv%;2021;jul;7;5,2079714718783059
Raad van State;RvS;Divers;zv%;2021;aug;8;5,2110071812036614
Raad van State;RvS;Divers;zv%;2021;sep;9;4,7858768940767051
Raad van State;RvS;Divers;zv%;2021;okt;10;4,9883700641236510
Raad van State;RvS;Divers;zv%;2021;nov;11;5,7685345491541309
Raad van State;RvS;Divers;zv%;2021;dec;12;4,6317197898447215
Buitenlandse zaken;BuZa;Ministerie;zv%;2021;jan;1;1,6858804571185246
Buitenlandse zaken;BuZa;Ministerie;zv%;2021;feb;2;1,7892758526336454
Buitenlandse zaken;BuZa;Ministerie;zv%;2021;mrt;3;1,9485169992489966
Buitenlandse zaken;BuZa;Ministerie;zv%;2021;apr;4;2,0204761057647755
Buitenlandse zaken;BuZa;Ministerie;zv%;2021;mei;5;1,9726194789242388
Buitenlandse zaken;BuZa;Ministerie;zv%;2021;jun;6;1,7624616843217078
Buitenlandse zaken;BuZa;Ministerie;zv%;2021;jul;7;2,0294515098528456
Buitenlandse zaken;BuZa;Ministerie;zv%;2021;aug;8;1,9071099627837407
Buitenlandse zaken;BuZa;Ministerie;zv%;2021;sep;9;1,9824294722121616
Buitenlandse zaken;BuZa;Ministerie;zv%;2021;okt;10;2,2284676669088688
Buitenlandse zaken;BuZa;Ministerie;zv%;2021;nov;11;2,3123532244113822
Buitenlandse zaken;BuZa;Ministerie;zv%;2021;dec;12;2,1233803786649497
Het Rijk;Rijk;Rijk;zv%;2022;jan;1;6,4889869325624625
Het Rijk;Rijk;Rijk;zv%;2022;feb;2;7,1028949946554718
Het Rijk;Rijk;Rijk;zv%;2022;mrt;3;7,5182688031813729
Het Rijk;Rijk;Rijk;zv%;2022;apr;4;6,6424625227726120
Het Rijk;Rijk;Rijk;zv%;2022;mei;5;5,5749844371814365
Het Rijk;Rijk;Rijk;zv%;2022;jun;6;5,8656838998270695
Het Rijk;Rijk;Rijk;zv%;2022;jul;7;6,0917085912296693
Het Rijk;Rijk;Rijk;zv%;2022;aug;8;5,4526967708391112
Ministerie van BZK;BZK;Ministerie;zv%;2022;jan;1;6,3260548690904157
Ministerie van BZK;BZK;Ministerie;zv%;2022;feb;2;7,0210412852661728
Ministerie van BZK;BZK;Ministerie;zv%;2022;mrt;3;7,4064120849574033
Ministerie van BZK;BZK;Ministerie;zv%;2022;apr;4;6,6928663050120978
Ministerie van BZK;BZK;Ministerie;zv%;2022;mei;5;5,5673917963648476
Ministerie van BZK;BZK;Ministerie;zv%;2022;jun;6;5,6847288723346692
Ministerie van BZK;BZK;Ministerie;zv%;2022;jul;7;5,8871420718239733
Ministerie van BZK;BZK;Ministerie;zv%;2022;aug;8;5,2269080116292175
Ministerie van AZ;AZ;Ministerie;zv%;2022;jan;1;5,0284080375486759
Ministerie van AZ;AZ;Ministerie;zv%;2022;feb;2;6,4268875352624288
Ministerie van AZ;AZ;Ministerie;zv%;2022;mrt;3;7,2366439427561167
Ministerie van AZ;AZ;Ministerie;zv%;2022;apr;4;5,9668230196031793
Ministerie van AZ;AZ;Ministerie;zv%;2022;mei;5;4,8390942703656163
Ministerie van AZ;AZ;Ministerie;zv%;2022;jun;6;4,8337272634680675
Ministerie van AZ;AZ;Ministerie;zv%;2022;jul;7;4,8862510354168514
Ministerie van AZ;AZ;Ministerie;zv%;2022;aug;8;4,2256511996916206
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2022;jan;1;7,6204992244481131
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2022;feb;2;8,2035126506363820
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2022;mrt;3;8,4652709817824245
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2022;apr;4;7,3005367266126058
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2022;mei;5;6,2628358096247601
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2022;jun;6;6,4719289640962199
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2022;jul;7;6,6650850213591530
Concern Justitie en Veiligheid;J&V;Ministerie;zv%;2022;aug;8;6,0370041807844226
Hoge Colleges van Staat;HCvS;Divers;zv%;2022;jan;1;4,2034327604187700
Hoge Colleges van Staat;HCvS;Divers;zv%;2022;feb;2;4,4208852530767038
Hoge Colleges van Staat;HCvS;Divers;zv%;2022;mrt;3;4,5411495567702458
Hoge Colleges van Staat;HCvS;Divers;zv%;2022;apr;4;4,8582501865607295
Hoge Colleges van Staat;HCvS;Divers;zv%;2022;mei;5;3,8661308095215565
Hoge Colleges van Staat;HCvS;Divers;zv%;2022;jun;6;3,5577887746428405
Hoge Colleges van Staat;HCvS;Divers;zv%;2022;jul;7;4,6052585829902606
Hoge Colleges van Staat;HCvS;Divers;zv%;2022;aug;8;4,2837328674475188
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2022;jan;1;7,5014324072980028
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2022;feb;2;8,1139477582398989
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2022;mrt;3;8,2512865465658489
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2022;apr;4;7,3756317002287544
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2022;mei;5;6,4050288310521362
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2022;jun;6;6,9627903371764850
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2022;jul;7;7,3077406582024009
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;zv%;2022;aug;8;6,7446433083081221
Ministerie van OCW;OCW;Ministerie;zv%;2022;jan;1;6,3128716750951428
Ministerie van OCW;OCW;Ministerie;zv%;2022;feb;2;7,1368097368014736
Ministerie van OCW;OCW;Ministerie;zv%;2022;mrt;3;7,4176180226769635
Ministerie van OCW;OCW;Ministerie;zv%;2022;apr;4;6,3824531104842332
Ministerie van OCW;OCW;Ministerie;zv%;2022;mei;5;5,4519013538910208
Ministerie van OCW;OCW;Ministerie;zv%;2022;jun;6;5,9069164158147371
Ministerie van OCW;OCW;Ministerie;zv%;2022;jul;7;5,8528924013506947
Ministerie van OCW;OCW;Ministerie;zv%;2022;aug;8;4,9351373017522908
Ministerie van V.W.S.;VWS;Ministerie;zv%;2022;jan;1;4,6380765618509088
Ministerie van V.W.S.;VWS;Ministerie;zv%;2022;feb;2;5,3434662443347625
Ministerie van V.W.S.;VWS;Ministerie;zv%;2022;mrt;3;5,9709025176918562
Ministerie van V.W.S.;VWS;Ministerie;zv%;2022;apr;4;5,4755796787756736
Ministerie van V.W.S.;VWS;Ministerie;zv%;2022;mei;5;4,5515463607489401
Ministerie van V.W.S.;VWS;Ministerie;zv%;2022;jun;6;5,2934728109204165
Ministerie van V.W.S.;VWS;Ministerie;zv%;2022;jul;7;5,3573263066680736
Ministerie van V.W.S.;VWS;Ministerie;zv%;2022;aug;8;4,9702008810812224
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2022;jan;1;4,9566889494143274
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2022;feb;2;5,4866558306888189
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2022;mrt;3;6,1767266997149974
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2022;apr;4;5,6245060722094546
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2022;mei;5;4,4010827005155821
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2022;jun;6;4,7067135643567255
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2022;jul;7;4,9218576217603509
Ministerie van Economische Zaken en Klim;EZK;Ministerie;zv%;2022;aug;8;4,4562542653410544
Ministerie van Financien;FIN;Ministerie;zv%;2022;jan;1;7,0405110419365524
Ministerie van Financien;FIN;Ministerie;zv%;2022;feb;2;7,7732285424923653
Ministerie van Financien;FIN;Ministerie;zv%;2022;mrt;3;8,2920871935842406
Ministerie van Financien;FIN;Ministerie;zv%;2022;apr;4;7,4751354488828410
Ministerie van Financien;FIN;Ministerie;zv%;2022;mei;5;6,2434491160871834
Ministerie van Financien;FIN;Ministerie;zv%;2022;jun;6;6,5583792709287092
Ministerie van Financien;FIN;Ministerie;zv%;2022;jul;7;6,8940198709782834
Ministerie van Financien;FIN;Ministerie;zv%;2022;aug;8;6,0964686171053035
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2022;jan;1;5,4189261725820135
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2022;feb;2;5,9413477461483311
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2022;mrt;3;6,5856477923085004
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2022;apr;4;5,6689700776060494
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2022;mei;5;4,5847810703311520
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2022;jun;6;4,8519432704922885
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2022;jul;7;5,1825868042359700
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;zv%;2022;aug;8;4,6856619766113203
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2022;jan;1;1,7949264238590281
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2022;feb;2;2,8531618348830747
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2022;mrt;3;1,8531115657203594
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2022;apr;4;2,7691321170042951
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2022;mei;5;1,3088854412392366
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2022;jun;6;1,2189274146318143
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2022;jul;7;0,9191430577695235
Eerste Kamer der Staten-Generaal;EK;Divers;zv%;2022;aug;8;1,2764930695083454
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2022;jan;1;5,8996802354867235
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2022;feb;2;6,0824091348503391
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2022;mrt;3;5,6521947060749325
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2022;apr;4;5,1248243599103436
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2022;mei;5;4,3796946381297728
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2022;jun;6;4,2018971731660635
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2022;jul;7;4,2853663750585467
Tweede Kamer der Staten-Generaal;TK;Divers;zv%;2022;aug;8;3,2845816954852651
Ministerie van LNV;LNV;Ministerie;zv%;2022;jan;1;5,7358787165200349
Ministerie van LNV;LNV;Ministerie;zv%;2022;feb;2;6,5123192421503866
Ministerie van LNV;LNV;Ministerie;zv%;2022;mrt;3;7,2141621926304040
Ministerie van LNV;LNV;Ministerie;zv%;2022;apr;4;6,1300532007341761
Ministerie van LNV;LNV;Ministerie;zv%;2022;mei;5;5,0869737215312139
Ministerie van LNV;LNV;Ministerie;zv%;2022;jun;6;5,6945805399767906
Ministerie van LNV;LNV;Ministerie;zv%;2022;jul;7;5,6645682318292057
Ministerie van LNV;LNV;Ministerie;zv%;2022;aug;8;5,0105605503154189
Autoriteit Persoonsgegevens;AP;Divers;zv%;2022;jan;1;6,3696808810391294
Autoriteit Persoonsgegevens;AP;Divers;zv%;2022;feb;2;6,9635146208307690
Autoriteit Persoonsgegevens;AP;Divers;zv%;2022;mrt;3;8,0877034091093627
Autoriteit Persoonsgegevens;AP;Divers;zv%;2022;apr;4;7,7663936933684923
Autoriteit Persoonsgegevens;AP;Divers;zv%;2022;mei;5;4,6837071642007508
Autoriteit Persoonsgegevens;AP;Divers;zv%;2022;jun;6;5,8943672329561130
Autoriteit Persoonsgegevens;AP;Divers;zv%;2022;jul;7;6,9142124775850116
Autoriteit Persoonsgegevens;AP;Divers;zv%;2022;aug;8;5,2823607248136444
Bureau Financieel Toezicht;BFT;Divers;zv%;2022;jan;1;2,0378908193363299
Bureau Financieel Toezicht;BFT;Divers;zv%;2022;feb;2;1,7562486418985639
Bureau Financieel Toezicht;BFT;Divers;zv%;2022;mrt;3;3,1154370027707268
Bureau Financieel Toezicht;BFT;Divers;zv%;2022;apr;4;1,2817403662487858
Bureau Financieel Toezicht;BFT;Divers;zv%;2022;mei;5;2,7383173265886929
Bureau Financieel Toezicht;BFT;Divers;zv%;2022;jun;6;5,5085303762231650
Bureau Financieel Toezicht;BFT;Divers;zv%;2022;jul;7;2,3624450412278586
Bureau Financieel Toezicht;BFT;Divers;zv%;2022;aug;8;2,6299157756252338
Raad van State;RvS;Divers;zv%;2022;jan;1;5,1572228531150879
Raad van State;RvS;Divers;zv%;2022;feb;2;6,4088883042675686
Raad van State;RvS;Divers;zv%;2022;mrt;3;6,1856981273035325
