organisatie;org_afk;soort;onderwerp;datum;jaar_mndnr;maand_nr;jaar_wknr;week_nr;aantal
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;1
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;3
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-11;2021;1;2021;2;11
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;14
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;2
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;136
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;9
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;10
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;11
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;16
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;94
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;38
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;9
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;2
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-12;2021;1;2021;2;5
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;14
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;84
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;6
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;9
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;6
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;6
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;54
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;24
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;1
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;1
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-13;2021;1;2021;2;3
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;13
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;87
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;8
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;10
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;8
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;17
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;77
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;28
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;5
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;2
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-14;2021;1;2021;2;9
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;10
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;74
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;4
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;8
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;2
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;7
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;4
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;32
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;16
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;3
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;1
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-15;2021;1;2021;2;1
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;2
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;17
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;2
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;1
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;0
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-16;2021;1;2021;2;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;0
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;12
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;2
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;2
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;1
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-17;2021;1;2021;2;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;37
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;3
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;205
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;18
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;32
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;19
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;34
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;158
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;53
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;13
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;1
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-18;2021;1;2021;3;7
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;41
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;2
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;149
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;11
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;14
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;16
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;17
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;82
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;34
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;1
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;8
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;1
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;1
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-19;2021;1;2021;3;7
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;18
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;76
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;3
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;8
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;9
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;13
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;6
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;61
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;32
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;3
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;5
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-20;2021;1;2021;3;5
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;15
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;3
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;107
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;11
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;9
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;14
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;11
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;68
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;29
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;2
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;5
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;3
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-21;2021;1;2021;3;2
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;4
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;65
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;9
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;7
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;3
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;10
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;41
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;22
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;3
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;1
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-22;2021;1;2021;3;2
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;1
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;14
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;1
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;1
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;0
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-23;2021;1;2021;3;0
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;2
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;13
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;0
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;0
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;0
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;0
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;0
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;2
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;1
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;0
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;0
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;0
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;0
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-24;2021;1;2021;3;2
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;50
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;0
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;193
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;18
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;14
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;20
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;42
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;163
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;62
Eerste Kamer der Staten-Generaal;EK;Divers;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;0
Tweede Kamer der Staten-Generaal;TK;Divers;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;1
Ministerie van LNV;LNV;Ministerie;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;14
Autoriteit Persoonsgegevens;AP;Divers;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;1
Bureau Financieel Toezicht;BFT;Divers;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;0
Raad van State;RvS;Divers;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;5
Buitenlandse zaken;BuZa;Ministerie;Aantal ziekmeldingen;2021-01-25;2021;1;2021;4;11
Ministerie van BZK;BZK;Ministerie;Aantal ziekmeldingen;2021-01-26;2021;1;2021;4;21
Ministerie van AZ;AZ;Ministerie;Aantal ziekmeldingen;2021-01-26;2021;1;2021;4;1
Concern Justitie en Veiligheid;J&V;Ministerie;Aantal ziekmeldingen;2021-01-26;2021;1;2021;4;110
Hoge Colleges van Staat;HCvS;Divers;Aantal ziekmeldingen;2021-01-26;2021;1;2021;4;1
Ministerie van Sociale Zaken en Werkgele;SZW;Ministerie;Aantal ziekmeldingen;2021-01-26;2021;1;2021;4;14
Ministerie van OCW;OCW;Ministerie;Aantal ziekmeldingen;2021-01-26;2021;1;2021;4;16
Ministerie van V.W.S.;VWS;Ministerie;Aantal ziekmeldingen;2021-01-26;2021;1;2021;4;10
Ministerie van Economische Zaken en Klim;EZK;Ministerie;Aantal ziekmeldingen;2021-01-26;2021;1;2021;4;13
Ministerie van Financien;FIN;Ministerie;Aantal ziekmeldingen;2021-01-26;2021;1;2021;4;83
Ministerie van Infrastructuur en Waterst;I&W;Ministerie;Aantal ziekmeldingen;2021-01-26;2021;1;2021;4;28
